UniProtKB-AC,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
P16550,,,1.0,{'1': '1-321'},1.0,{'1': '2-314'},2.0,"{'1': '195-309', '2': '6-165'}",1.0,{'1': '43-165'},,,,,,
P16603,12.0,"{'1': '62-75', '2': '112-123', '3': '144-154', '4': '168-187', '5': '301-311', '6': '439-446', '7': '476-485', '8': '537-556', '9': '572-581', '10': '584-595', '11': '617-633', '12': '640-648'}",3.0,"{'1': '311-437', '2': '47-218', '3': '528-691'}",,,3.0,"{'1': '538-655', '2': '262-480', '3': '63-199'}",3.0,"{'1': '256-526', '2': '58-216', '3': '525-691'}",2.0,"{'1': '61-204', '2': '266-529'}",,,,
P16622,,,,,1.0,{'1': '31-368'},1.0,{'1': '39-356'},,,1.0,{'1': '230-250'},,,1.0,{'1': '34-358'}
P16639,,,,,1.0,{'1': '149-397'},2.0,"{'1': '19-115', '2': '165-309'}",1.0,{'1': '233-324'},,,,,,
P16649,3.0,"{'1': '458-472', '2': '500-514', '3': '591-605'}",2.0,"{'1': '317-397', '2': '398-713'}",,,8.0,"{'1': '341-370', '2': '443-471', '3': '476-513', '4': '518-555', '5': '573-604', '6': '620-658', '7': '662-705', '8': '11-88'}",1.0,{'1': '284-708'},9.0,"{'1': '446-480', '2': '481-522', '3': '522-564', '4': '572-613', '5': '626-667', '6': '458-472', '7': '500-514', '8': '542-556', '9': '591-605'}",7.0,"{'1': '334-371', '2': '430-471', '3': '474-513', '4': '516-555', '5': '558-604', '6': '619-658', '7': '661-706'}",,
P16658,,,1.0,{'1': '258-349'},1.0,{'1': '10-377'},1.0,{'1': '259-337'},1.0,{'1': '258-336'},,,,,1.0,{'1': '171-371'}
P16661,,,,,1.0,{'1': '35-445'},1.0,{'1': '256-427'},,,,,,,,
P16664,,,,,1.0,{'1': '14-660'},1.0,{'1': '132-614'},,,,,,,,
P16861,9.0,"{'1': '210-229', '2': '235-248', '3': '299-315', '4': '349-366', '5': '367-385', '6': '387-403', '7': '405-422', '8': '445-457', '9': '478-500'}",2.0,"{'1': '371-574', '2': '736-972'}",,,3.0,"{'1': '207-513', '2': '595-885', '3': '9-101'}",2.0,"{'1': '201-550', '2': '531-959'}",2.0,"{'1': '482-500', '2': '853-871'}",,,1.0,{'1': '206-972'}
P16862,9.0,"{'1': '201-220', '2': '226-239', '3': '291-307', '4': '341-358', '5': '359-377', '6': '379-395', '7': '397-414', '8': '437-449', '9': '471-493'}",3.0,"{'1': '3-151', '2': '363-566', '3': '730-955'}",,,2.0,"{'1': '199-506', '2': '588-878'}",3.0,"{'1': '17-151', '2': '189-512', '3': '522-938'}",2.0,"{'1': '475-493', '2': '847-865'}",,,1.0,{'1': '197-956'}
P16892,,,,,1.0,{'1': '17-313'},1.0,{'1': '14-309'},1.0,{'1': '6-318'},4.0,"{'1': '13-309', '2': '47-149', '3': '133-145', '4': '19-43'}",1.0,{'1': '13-309'},,
P17065,,,,,1.0,{'1': '2-498'},1.0,{'1': '80-167'},,,,,,,,
P17076,11.0,"{'1': '31-48', '2': '48-65', '3': '68-87', '4': '92-105', '5': '128-148', '6': '189-213', '7': '221-241', '8': '132-146', '9': '151-164', '10': '167-177', '11': '177-191'}",1.0,{'1': '52-237'},1.0,{'1': '44-239'},1.0,{'1': '119-208'},1.0,{'1': '87-220'},1.0,{'1': '170-187'},,,,
P17119,4.0,"{'1': '465-486', '2': '590-607', '3': '621-639', '4': '673-694'}",1.0,{'1': '383-727'},1.0,{'1': '125-725'},1.0,{'1': '392-722'},1.0,{'1': '343-721'},2.0,"{'1': '386-723', '2': '620-631'}",1.0,{'1': '384-729'},,
P17121,,,1.0,{'1': '67-406'},1.0,{'1': '135-652'},2.0,"{'1': '151-239', '2': '309-367'}",1.0,{'1': '119-389'},1.0,{'1': '134-393'},1.0,{'1': '148-390'},,
P17157,,,,,1.0,{'1': '5-298'},1.0,{'1': '7-297'},1.0,{'1': '4-302'},3.0,"{'1': '7-297', '2': '129-141', '3': '13-36'}",1.0,{'1': '7-297'},,
P17255,3.0,"{'1': '491-503', '2': '600-612', '3': '732-741'}",6.0,"{'1': '17-93', '2': '917-1071', '3': '95-292', '4': '726-915', '5': '466-586', '6': '587-681'}",1.0,{'1': '18-1070'},8.0,"{'1': '237-291', '2': '732-916', '3': '28-90', '4': '284-736', '5': '479-575', '6': '585-690', '7': '131-219', '8': '924-1024'}",6.0,"{'1': '199-291', '2': '733-921', '3': '464-581', '4': '583-692', '5': '22-93', '6': '282-736'}",4.0,"{'1': '494-642', '2': '284-366', '3': '907-916', '4': '713-738'}",2.0,"{'1': '699-743', '2': '282-389'}",,
P17260,,,,,,,1.0,{'1': '221-286'},,,,,,,,
P17442,,,3.0,"{'1': '889-1178', '2': '308-489', '3': '490-649'}",,,5.0,"{'1': '410-481', '2': '561-647', '3': '1-36', '4': '104-169', '5': '784-864'}",1.0,{'1': '416-647'},4.0,"{'1': '556-589', '2': '591-623', '3': '1-169', '4': '871-1178'}",6.0,"{'1': '423-454', '2': '458-488', '3': '506-535', '4': '556-586', '5': '591-620', '6': '624-653'}",,
P17505,,,1.0,{'1': '165-334'},,,2.0,"{'1': '19-163', '2': '165-331'}",2.0,"{'1': '164-331', '2': '8-164'}",1.0,{'1': '164-176'},,,1.0,{'1': '19-333'}
P17536,,,,,,,2.0,"{'1': '1-73', '2': '131-199'}",,,,,,,,
P17555,,,2.0,"{'1': '368-526', '2': '77-248'}",1.0,{'1': '14-526'},3.0,"{'1': '369-524', '2': '14-67', '3': '81-240'}",2.0,"{'1': '78-284', '2': '368-522'}",3.0,"{'1': '369-504', '2': '16-28', '3': '498-509'}",2.0,"{'1': '406-443', '2': '444-481'}",,
P17629,,,,,,,1.0,{'1': '100-617'},,,,,,,,
P17649,,,2.0,"{'1': '81-379', '2': '21-461'}",,,1.0,{'1': '45-466'},1.0,{'1': '38-471'},1.0,{'1': '292-331'},,,1.0,{'1': '5-468'}
P17695,3.0,"{'1': '53-71', '2': '102-115', '3': '116-129'}",,,,,1.0,{'1': '53-119'},1.0,{'1': '42-140'},1.0,{'1': '55-71'},,,1.0,{'1': '53-138'}
P17709,,,,,1.0,{'1': '14-500'},2.0,"{'1': '18-228', '2': '246-499'}",2.0,"{'1': '15-230', '2': '245-499'}",2.0,"{'1': '12-498', '2': '159-184'}",,,,
P17883,,,5.0,"{'1': '1-148', '2': '325-666', '3': '687-833', '4': '942-1091', '5': '1097-1383'}",1.0,{'1': '3-1429'},2.0,"{'1': '737-769', '2': '151-241'}",2.0,"{'1': '439-1074', '2': '1129-1278'}",3.0,"{'1': '702-735', '2': '736-769', '3': '1226-1259'}",8.0,"{'1': '4-37', '2': '425-458', '3': '508-541', '4': '702-735', '5': '736-769', '6': '770-803', '7': '1019-1052', '8': '1226-1259'}",,
P17890,,,,,1.0,{'1': '3-248'},1.0,{'1': '19-236'},,,,,,,,
P17891,,,,,1.0,{'1': '24-227'},1.0,{'1': '5-233'},,,1.0,{'1': '212-225'},,,,
P17898,,,1.0,{'1': '23-209'},1.0,{'1': '3-388'},1.0,{'1': '45-188'},,,1.0,{'1': '99-121'},,,,
P17967,,,,,,,2.0,"{'1': '34-136', '2': '378-482'}",4.0,"{'1': '29-139', '2': '142-239', '3': '240-363', '4': '366-498'}",4.0,"{'1': '15-141', '2': '356-485', '3': '53-71', '4': '398-416'}",,,1.0,{'1': '33-522'}
P18239,11.0,"{'1': '26-39', '2': '39-53', '3': '89-109', '4': '140-158', '5': '190-208', '6': '234-256', '7': '23-35', '8': '67-88', '9': '100-112', '10': '125-138', '11': '230-246'}",1.0,{'1': '24-318'},1.0,{'1': '17-317'},3.0,"{'1': '20-117', '2': '126-220', '3': '226-315'}",1.0,{'1': '19-308'},3.0,"{'1': '21-114', '2': '125-217', '3': '225-311'}",,,,
P18409,,,,,1.0,{'1': '1-493'},1.0,{'1': '1-493'},,,,,,,,
P18412,3.0,"{'1': '132-146', '2': '163-177', '3': '178-192'}",1.0,{'1': '128-202'},1.0,{'1': '5-466'},1.0,{'1': '130-195'},,,2.0,"{'1': '163-191', '2': '125-199'}",1.0,{'1': '123-192'},,
P18414,7.0,"{'1': '4-23', '2': '31-51', '3': '53-69', '4': '126-146', '5': '148-162', '6': '162-180', '7': '191-206'}",,,1.0,{'1': '1-208'},1.0,{'1': '29-175'},,,2.0,"{'1': '31-48', '2': '132-141'}",,,,
P18480,,,,,,,1.0,{'1': '452-672'},,,,,,,,
P18494,2.0,"{'1': '302-319', '2': '320-337'}",1.0,{'1': '297-360'},1.0,{'1': '54-518'},1.0,{'1': '306-340'},,,2.0,"{'1': '306-330', '2': '300-353'}",1.0,{'1': '300-350'},,
P18496,,,,,1.0,{'1': '7-279'},1.0,{'1': '26-279'},,,,,,,,
P18544,,,2.0,"{'1': '69-327', '2': '35-407'}",1.0,{'1': '13-421'},1.0,{'1': '33-418'},1.0,{'1': '25-419'},1.0,{'1': '242-281'},,,1.0,{'1': '24-419'}
P18562,,,1.0,{'1': '2-215'},,,1.0,{'1': '13-214'},1.0,{'1': '6-214'},,,,,,
P18634,,,1.0,{'1': '3-203'},,,,,,,,,,,,
P18759,,,2.0,"{'1': '227-419', '2': '518-689'}",1.0,{'1': '27-756'},4.0,"{'1': '277-417', '2': '560-689', '3': '134-204', '4': '444-477'}",4.0,"{'1': '27-106', '2': '242-520', '3': '519-735', '4': '109-221'}",1.0,{'1': '388-406'},4.0,"{'1': '28-105', '2': '273-420', '3': '556-692', '4': '133-204'}",,
P18851,7.0,"{'1': '88-104', '2': '107-121', '3': '126-141', '4': '144-161', '5': '107-121', '6': '195-209', '7': '406-420'}",1.0,{'1': '29-419'},1.0,{'1': '32-419'},2.0,"{'1': '382-419', '2': '38-309'}",1.0,{'1': '52-419'},5.0,"{'1': '88-129', '2': '177-217', '3': '266-307', '4': '387-419', '5': '195-209'}",7.0,"{'1': '81-120', '2': '123-162', '3': '170-208', '4': '211-256', '5': '259-298', '6': '332-377', '7': '380-419'}",,
P18852,,,1.0,{'1': '3-92'},1.0,{'1': '16-110'},1.0,{'1': '28-110'},,,,,2.0,"{'1': '32-99', '2': '28-110'}",,
P18898,,,,,1.0,{'1': '13-370'},1.0,{'1': '13-354'},1.0,{'1': '9-370'},,,,,,
P18961,,,,,,,2.0,"{'1': '346-599', '2': '620-660'}",1.0,{'1': '341-658'},4.0,"{'1': '344-599', '2': '600-670', '3': '463-475', '4': '350-373'}",2.0,"{'1': '344-599', '2': '600-662'}",,
P18963,,,2.0,"{'1': '1730-1940', '2': '2043-2160'}",1.0,{'1': '973-2736'},2.0,"{'1': '1731-1795', '2': '1803-1898'}",1.0,{'1': '1680-2005'},2.0,"{'1': '1709-1898', '2': '1855-1869'}",1.0,{'1': '1659-1998'},,
P19073,,,1.0,{'1': '1-182'},1.0,{'1': '3-188'},1.0,{'1': '5-174'},1.0,{'1': '3-173'},1.0,{'1': '1-191'},1.0,{'1': '6-179'},1.0,{'1': '1-157'}
P19097,,,2.0,"{'1': '979-1734', '2': '1766-1886'}",1.0,{'1': '6-1722'},5.0,"{'1': '1768-1864', '2': '1189-1390', '3': '1522-1611', '4': '142-302', '5': '332-533'}",5.0,"{'1': '12-64', '2': '1019-1400', '3': '1362-1659', '4': '673-914', '5': '1768-1883'}",3.0,"{'1': '145-220', '2': '1296-1312', '3': '1123-1657'}",,,1.0,{'1': '1766-1885'}
P19145,,,,,1.0,{'1': '64-602'},1.0,{'1': '94-558'},,,1.0,{'1': '119-150'},,,1.0,{'1': '87-566'}
P19146,4.0,"{'1': '19-42', '2': '47-71', '3': '74-99', '4': '119-140'}",1.0,{'1': '6-181'},1.0,{'1': '1-176'},1.0,{'1': '6-176'},1.0,{'1': '14-179'},,,1.0,{'1': '1-177'},1.0,{'1': '16-160'}
P19158,,,2.0,"{'1': '1722-1923', '2': '2038-2151'}",1.0,{'1': '201-2730'},2.0,"{'1': '1724-1783', '2': '1785-1890'}",1.0,{'1': '1672-2000'},2.0,"{'1': '1701-1890', '2': '1847-1861'}",1.0,{'1': '1651-1989'},,
P19211,,,2.0,"{'1': '85-157', '2': '1-83'}",1.0,{'1': '1-154'},2.0,"{'1': '84-151', '2': '16-78'}",2.0,"{'1': '14-92', '2': '85-154'}",1.0,{'1': '49-56'},1.0,{'1': '84-151'},1.0,{'1': '16-151'}
P19262,,,1.0,{'1': '217-461'},1.0,{'1': '25-462'},2.0,"{'1': '75-146', '2': '233-462'}",1.0,{'1': '73-166'},2.0,"{'1': '73-148', '2': '98-127'}",,,1.0,{'1': '75-463'}
P19263,,,,,1.0,{'1': '77-1013'},1.0,{'1': '89-291'},,,,,,,,
P19358,,,,,1.0,{'1': '4-383'},3.0,"{'1': '7-104', '2': '119-239', '3': '241-378'}",3.0,"{'1': '6-112', '2': '116-240', '3': '241-383'}",2.0,"{'1': '120-130', '2': '267-275'}",,,1.0,{'1': '8-383'}
P19414,9.0,"{'1': '136-149', '2': '159-167', '3': '179-192', '4': '193-208', '5': '255-268', '6': '269-282', '7': '344-358', '8': '378-389', '9': '437-450'}",4.0,"{'1': '558-777', '2': '25-224', '3': '343-514', '4': '225-342'}",1.0,{'1': '13-775'},2.0,"{'1': '579-708', '2': '63-500'}",1.0,{'1': '32-549'},2.0,"{'1': '374-390', '2': '437-450'}",,,1.0,{'1': '41-772'}
P19454,,,,,1.0,{'1': '6-335'},1.0,{'1': '50-334'},1.0,{'1': '42-336'},3.0,"{'1': '50-334', '2': '163-175', '3': '56-79'}",1.0,{'1': '50-334'},,
P19516,,,1.0,{'1': '130-271'},,,1.0,{'1': '103-254'},1.0,{'1': '133-257'},,,,,,
P19524,5.0,"{'1': '100-119', '2': '157-182', '3': '210-237', '4': '443-471', '5': '496-524'}",1.0,{'1': '73-700'},,,2.0,"{'1': '72-769', '2': '1382-1481'}",2.0,"{'1': '44-826', '2': '832-932'}",3.0,"{'1': '70-781', '2': '1226-1501', '3': '4-57'}",6.0,"{'1': '783-805', '2': '806-828', '3': '831-853', '4': '902-924', '5': '64-782', '6': '1381-1484'}",,
P19541,,,1.0,{'1': '15-45'},1.0,{'1': '61-445'},1.0,{'1': '341-414'},2.0,"{'1': '334-438', '2': '11-45'}",2.0,"{'1': '16-45', '2': '16-47'}",1.0,{'1': '11-56'},,
P19657,5.0,"{'1': '527-545', '2': '633-649', '3': '661-677', '4': '692-717', '5': '825-846'}",2.0,"{'1': '402-698', '2': '417-562'}",,,1.0,{'1': '107-163'},3.0,"{'1': '207-305', '2': '107-908', '3': '402-710'}",1.0,{'1': '407-413'},1.0,{'1': '96-169'},4.0,"{'1': '175-428', '2': '463-603', '3': '636-747', '4': '116-871'}"
P19658,,,,,1.0,{'1': '60-615'},1.0,{'1': '237-620'},1.0,{'1': '73-621'},,,,,,
P19659,,,1.0,{'1': '6-90'},,,3.0,"{'1': '509-620', '2': '158-238', '3': '9-86'}",,,,,,,,
P19735,,,3.0,"{'1': '159-301', '2': '419-713', '3': '714-856'}",1.0,{'1': '62-887'},1.0,{'1': '11-131'},3.0,"{'1': '219-286', '2': '299-771', '3': '732-870'}",,,10.0,"{'1': '221-253', '2': '255-287', '3': '322-350', '4': '379-411', '5': '682-714', '6': '717-749', '7': '751-783', '8': '668-701', '9': '737-770', '10': '805-838'}",,
P19736,,,,,1.0,{'1': '3-519'},4.0,"{'1': '280-305', '2': '397-530', '3': '3-148', '4': '169-215'}",1.0,{'1': '273-325'},3.0,"{'1': '280-310', '2': '421-452', '3': '282-304'}",4.0,"{'1': '277-311', '2': '418-453', '3': '280-304', '4': '421-446'}",,
P19812,,,,,1.0,{'1': '31-1804'},3.0,"{'1': '122-191', '2': '1401-1793', '3': '917-1014'}",,,1.0,{'1': '121-194'},1.0,{'1': '121-193'},,
P19880,,,,,1.0,{'1': '8-649'},2.0,"{'1': '67-105', '2': '351-646'}",2.0,"{'1': '280-650', '2': '66-124'}",2.0,"{'1': '69-84', '2': '64-127'}",1.0,{'1': '62-126'},,
P19881,,,2.0,"{'1': '25-303', '2': '92-229'}",,,1.0,{'1': '27-131'},1.0,{'1': '23-304'},,,,,2.0,"{'1': '24-303', '2': '27-277'}"
P19882,5.0,"{'1': '48-74', '2': '104-131', '3': '289-312', '4': '372-397', '5': '420-441'}",3.0,"{'1': '213-395', '2': '158-432', '3': '27-547'}",1.0,{'1': '21-551'},1.0,{'1': '44-544'},3.0,"{'1': '205-398', '2': '158-225', '3': '28-546'}",1.0,{'1': '427-438'},,,1.0,{'1': '25-551'}
P19955,,,,,1.0,{'1': '10-122'},1.0,{'1': '14-122'},,,,,,,,
P19956,,,,,1.0,{'1': '1-97'},1.0,{'1': '13-63'},,,,,,,,
P20051,,,,,1.0,{'1': '2-361'},1.0,{'1': '77-181'},1.0,{'1': '3-359'},2.0,"{'1': '12-20', '2': '256-267'}",,,1.0,{'1': '4-360'}
P20052,,,,,1.0,{'1': '13-283'},1.0,{'1': '34-170'},,,,,,,,
P20053,3.0,"{'1': '280-294', '2': '364-378', '3': '452-465'}",2.0,"{'1': '153-344', '2': '345-465'}",,,5.0,"{'1': '211-244', '2': '257-293', '3': '304-335', '4': '340-377', '5': '430-465'}",1.0,{'1': '174-465'},7.0,"{'1': '261-302', '2': '303-344', '3': '345-386', '4': '433-465', '5': '280-294', '6': '322-336', '7': '364-378'}",8.0,"{'1': '164-203', '2': '207-247', '3': '254-293', '4': '296-335', '5': '338-377', '6': '383-423', '7': '426-465', '8': '46-95'}",,
P20081,,,1.0,{'1': '2-114'},1.0,{'1': '7-113'},1.0,{'1': '20-111'},,,1.0,{'1': '26-114'},,,,
P20084,,,1.0,{'1': '1-86'},1.0,{'1': '4-69'},1.0,{'1': '4-54'},1.0,{'1': '2-57'},1.0,{'1': '22-54'},,,1.0,{'1': '4-57'}
P20095,,,2.0,"{'1': '173-401', '2': '402-576'}",,,4.0,"{'1': '431-557', '2': '230-385', '3': '775-862', '4': '619-646'}",1.0,{'1': '225-730'},3.0,"{'1': '424-598', '2': '341-350', '3': '233-399'}",3.0,"{'1': '456-557', '2': '618-708', '3': '221-408'}",,
P20107,,,1.0,{'1': '8-294'},,,2.0,"{'1': '13-295', '2': '301-372'}",2.0,"{'1': '7-296', '2': '302-374'}",,,,,1.0,{'1': '10-372'}
P20134,3.0,"{'1': '65-88', '2': '102-114', '3': '115-127'}",1.0,{'1': '60-207'},,,1.0,{'1': '65-205'},1.0,{'1': '64-141'},1.0,{'1': '103-127'},1.0,{'1': '61-205'},,
P20424,,,3.0,"{'1': '99-293', '2': '315-440', '3': '5-314'}",1.0,{'1': '1-526'},3.0,"{'1': '110-304', '2': '335-436', '3': '6-88'}",3.0,"{'1': '104-306', '2': '1-95', '3': '306-438'}",1.0,{'1': '277-290'},3.0,"{'1': '109-304', '2': '108-294', '3': '2-92'}",1.0,{'1': '2-436'}
P20433,,,1.0,{'1': '50-221'},1.0,{'1': '1-220'},1.0,{'1': '49-217'},1.0,{'1': '46-220'},,,1.0,{'1': '95-221'},,
P20434,,,2.0,"{'1': '140-215', '2': '1-139'}",1.0,{'1': '5-214'},2.0,"{'1': '142-214', '2': '6-99'}",2.0,"{'1': '140-215', '2': '6-143'}",1.0,{'1': '147-160'},,,,
P20435,,,1.0,{'1': '5-154'},,,1.0,{'1': '81-131'},1.0,{'1': '9-154'},1.0,{'1': '86-100'},1.0,{'1': '79-132'},,
P20436,,,1.0,{'1': '1-146'},1.0,{'1': '1-146'},1.0,{'1': '7-146'},1.0,{'1': '3-146'},,,1.0,{'1': '2-146'},,
P20437,,,,,,,1.0,{'1': '42-192'},1.0,{'1': '33-192'},1.0,{'1': '72-103'},1.0,{'1': '77-186'},,
P20447,,,2.0,"{'1': '74-317', '2': '318-496'}",,,2.0,"{'1': '344-454', '2': '136-303'}",1.0,{'1': '181-468'},3.0,"{'1': '260-268', '2': '344-493', '3': '143-315'}",2.0,"{'1': '373-454', '2': '131-332'}",,
P20448,,,2.0,"{'1': '18-251', '2': '263-511'}",,,3.0,"{'1': '278-388', '2': '65-234', '3': '440-489'}",1.0,{'1': '113-406'},4.0,"{'1': '192-200', '2': '278-437', '3': '72-246', '4': '41-69'}",3.0,"{'1': '305-388', '2': '60-269', '3': '428-491'}",,
P20449,,,2.0,"{'1': '70-297', '2': '298-482'}",,,2.0,"{'1': '317-431', '2': '117-278'}",1.0,{'1': '163-447'},4.0,"{'1': '237-245', '2': '303-480', '3': '125-292', '4': '92-120'}",2.0,"{'1': '344-431', '2': '111-307'}",,
P20457,,,,,1.0,{'1': '49-515'},1.0,{'1': '223-504'},,,,,,,,
P20459,,,3.0,"{'1': '2-90', '2': '91-176', '3': '181-304'}",1.0,{'1': '2-303'},2.0,"{'1': '13-88', '2': '126-237'}",3.0,"{'1': '12-91', '2': '90-176', '3': '180-296'}",1.0,{'1': '17-88'},1.0,{'1': '15-88'},,
P20484,3.0,"{'1': '122-136', '2': '164-178', '3': '317-331'}",2.0,"{'1': '3-114', '2': '115-413'}",1.0,{'1': '10-405'},4.0,"{'1': '44-78', '2': '87-134', '3': '140-177', '4': '293-330'}",1.0,{'1': '40-348'},5.0,"{'1': '48-87', '2': '145-186', '3': '296-339', '4': '164-178', '5': '317-331'}",5.0,"{'1': '41-78', '2': '81-135', '3': '138-177', '4': '185-221', '5': '289-330'}",,
P20485,,,,,,,1.0,{'1': '95-139'},1.0,{'1': '103-561'},,,,,,
P20486,4.0,"{'1': '27-41', '2': '42-56', '3': '73-87', '4': '88-102'}",1.0,{'1': '1-119'},,,1.0,{'1': '28-103'},1.0,{'1': '8-115'},2.0,"{'1': '30-48', '2': '91-101'}",1.0,{'1': '27-105'},,
P20604,7.0,"{'1': '47-74', '2': '77-104', '3': '110-134', '4': '145-171', '5': '174-201', '6': '230-250', '7': '253-269'}",1.0,{'1': '2-311'},1.0,{'1': '6-311'},1.0,{'1': '47-241'},1.0,{'1': '6-299'},1.0,{'1': '111-116'},1.0,{'1': '19-291'},,
P20606,5.0,"{'1': '25-48', '2': '53-77', '3': '80-105', '4': '125-146', '5': '164-188'}",1.0,{'1': '24-190'},1.0,{'1': '6-190'},1.0,{'1': '11-190'},1.0,{'1': '20-190'},,,1.0,{'1': '7-190'},1.0,{'1': '22-143'}
P20795,,,3.0,"{'1': '498-691', '2': '292-396', '3': '402-497'}",1.0,{'1': '22-689'},1.0,{'1': '31-689'},1.0,{'1': '1-690'},,,,,,
P20967,,,1.0,{'1': '776-1008'},1.0,{'1': '41-1011'},4.0,"{'1': '253-571', '2': '645-855', '3': '860-1011', '4': '42-80'}",2.0,"{'1': '159-588', '2': '629-862'}",,,1.0,{'1': '646-856'},1.0,{'1': '44-1011'}
P21147,7.0,"{'1': '113-133', '2': '138-160', '3': '161-181', '4': '198-227', '5': '256-274', '6': '288-309', '7': '331-345'}",1.0,{'1': '407-499'},1.0,{'1': '58-394'},2.0,"{'1': '417-486', '2': '143-358'}",1.0,{'1': '403-491'},3.0,"{'1': '409-487', '2': '331-345', '3': '440-447'}",1.0,{'1': '412-487'},,
P21182,,,,,1.0,{'1': '25-393'},1.0,{'1': '26-391'},1.0,{'1': '27-394'},1.0,{'1': '82-92'},,,1.0,{'1': '28-396'}
P21192,,,,,1.0,{'1': '577-706'},2.0,"{'1': '603-627', '2': '633-657'}",2.0,"{'1': '598-628', '2': '619-660'}",4.0,"{'1': '605-627', '2': '635-657', '3': '603-632', '4': '633-662'}",2.0,"{'1': '603-627', '2': '633-657'}",,
P21242,,,1.0,{'1': '5-248'},1.0,{'1': '13-234'},2.0,"{'1': '8-30', '2': '31-218'}",1.0,{'1': '6-246'},2.0,"{'1': '8-30', '2': '23-240'}",1.0,{'1': '8-30'},,
P21243,,,1.0,{'1': '10-252'},1.0,{'1': '16-240'},2.0,"{'1': '12-34', '2': '42-227'}",1.0,{'1': '11-251'},2.0,"{'1': '12-34', '2': '27-245'}",1.0,{'1': '12-34'},,
P21264,,,1.0,{'1': '115-184'},,,4.0,"{'1': '405-550', '2': '112-290', '3': '316-375', '4': '4-104'}",2.0,"{'1': '314-383', '2': '3-102'}",1.0,{'1': '110-298'},1.0,{'1': '403-552'},2.0,"{'1': '405-559', '2': '5-375'}"
P21269,,,1.0,{'1': '23-200'},,,2.0,"{'1': '63-205', '2': '232-291'}",1.0,{'1': '44-201'},,,,,,
P21304,,,1.0,{'1': '196-560'},1.0,{'1': '1-530'},1.0,{'1': '281-315'},1.0,{'1': '227-515'},2.0,"{'1': '282-324', '2': '302-316'}",5.0,"{'1': '275-315', '2': '321-360', '3': '366-405', '4': '411-452', '5': '461-505'}",,
P21306,,,1.0,{'1': '2-62'},1.0,{'1': '3-58'},1.0,{'1': '2-51'},1.0,{'1': '1-48'},,,,,,
P21339,,,,,1.0,{'1': '2-403'},1.0,{'1': '68-472'},,,,,,,,
P21373,,,2.0,"{'1': '294-419', '2': '91-293'}",,,1.0,{'1': '130-261'},1.0,{'1': '129-449'},,,,,,
P21374,,,1.0,{'1': '43-98'},1.0,{'1': '1-232'},1.0,{'1': '1-231'},1.0,{'1': '28-97'},,,,,,
P21375,,,2.0,"{'1': '278-437', '2': '37-496'}",1.0,{'1': '30-499'},1.0,{'1': '37-483'},2.0,"{'1': '281-441', '2': '33-499'}",,,,,1.0,{'1': '36-495'}
P21524,6.0,"{'1': '293-312', '2': '422-433', '3': '465-488', '4': '503-525', '5': '531-554', '6': '596-623'}",,,1.0,{'1': '1-887'},3.0,"{'1': '216-742', '2': '1-89', '3': '142-212'}",1.0,{'1': '6-214'},2.0,"{'1': '1-92', '2': '585-607'}",,,1.0,{'1': '145-746'}
P21538,,,,,1.0,{'1': '1-809'},2.0,"{'1': '475-518', '2': '411-469'}",2.0,"{'1': '449-525', '2': '686-732'}",4.0,"{'1': '474-519', '2': '692-717', '3': '470-523', '4': '692-721'}",4.0,"{'1': '401-471', '2': '474-521', '3': '526-719', '4': '724-780'}",,
P21560,,,,,1.0,{'1': '15-302'},1.0,{'1': '145-288'},,,,,,,,
P21576,6.0,"{'1': '29-47', '2': '54-71', '3': '168-185', '4': '218-236', '5': '237-253', '6': '260-279'}",1.0,{'1': '2-345'},1.0,{'1': '4-703'},3.0,"{'1': '257-541', '2': '613-704', '3': '32-249'}",1.0,{'1': '3-343'},3.0,"{'1': '55-64', '2': '618-704', '3': '26-336'}",2.0,"{'1': '2-287', '2': '613-704'}",,
P21672,6.0,"{'1': '293-312', '2': '422-433', '3': '465-488', '4': '503-525', '5': '531-554', '6': '596-623'}",,,1.0,{'1': '1-868'},3.0,"{'1': '216-742', '2': '1-89', '3': '142-212'}",1.0,{'1': '6-214'},2.0,"{'1': '1-92', '2': '585-607'}",,,1.0,{'1': '145-746'}
P21734,,,1.0,{'1': '2-150'},,,2.0,"{'1': '6-143', '2': '161-215'}",2.0,"{'1': '161-215', '2': '2-150'}",2.0,"{'1': '2-150', '2': '76-92'}",,,,
P21771,,,,,1.0,{'1': '21-242'},1.0,{'1': '158-236'},1.0,{'1': '154-237'},1.0,{'1': '188-218'},1.0,{'1': '156-237'},1.0,{'1': '162-237'}
P21801,,,2.0,"{'1': '137-266', '2': '23-136'}",1.0,{'1': '22-262'},1.0,{'1': '35-141'},1.0,{'1': '32-136'},4.0,"{'1': '36-127', '2': '87-95', '3': '169-199', '4': '179-190'}",,,1.0,{'1': '38-260'}
P21825,,,,,1.0,{'1': '18-270'},1.0,{'1': '45-237'},,,,,,,1.0,{'1': '26-262'}
