UniProtKB-AC,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
P92980,1.0,{'1': '346-455'},1.0,{'1': '83-307'},,,2.0,"{'1': '112-292', '2': '362-454'}",,,1.0,{'1': '337-458'},,,1.0,{'1': '1-458'}
P92981,1.0,{'1': '341-451'},1.0,{'1': '83-307'},,,2.0,"{'1': '111-292', '2': '358-450'}",,,1.0,{'1': '333-454'},,,1.0,{'1': '1-454'}
P92994,1.0,{'1': '34-503'},1.0,{'1': '23-494'},,,1.0,{'1': '34-497'},12.0,"{'1': '306-323', '2': '359-370', '3': '438-447', '4': '62-81', '5': '86-107', '6': '181-199', '7': '295-312', '8': '315-341', '9': '358-376', '10': '399-423', '11': '437-447', '12': '447-470'}",1.0,{'1': '440-449'},,,,
P93002,2.0,"{'1': '61-192', '2': '266-371'}",2.0,"{'1': '43-229', '2': '238-408'}",1.0,{'1': '8-587'},3.0,"{'1': '62-143', '2': '370-575', '3': '231-271'}",,,3.0,"{'1': '65-144', '2': '328-360', '3': '147-161'}",3.0,"{'1': '65-194', '2': '265-295', '3': '328-357'}",,
P93004,1.0,{'1': '30-264'},1.0,{'1': '23-280'},1.0,{'1': '6-273'},1.0,{'1': '30-259'},6.0,"{'1': '38-57', '2': '80-104', '3': '117-136', '4': '166-184', '5': '202-224', '6': '242-262'}",1.0,{'1': '98-106'},,,1.0,{'1': '42-258'}
P93008,1.0,{'1': '389-692'},2.0,"{'1': '274-543', '2': '544-727'}",,,3.0,"{'1': '563-671', '2': '337-527', '3': '186-269'}",,,4.0,"{'1': '468-476', '2': '566-710', '3': '344-539', '4': '313-341'}",2.0,"{'1': '590-671', '2': '332-554'}",,
P93022,1.0,{'1': '117-256'},1.0,{'1': '125-228'},1.0,{'1': '18-615'},3.0,"{'1': '127-228', '2': '276-358', '3': '1034-1124'}",,,2.0,"{'1': '127-229', '2': '1037-1130'}",1.0,{'1': '127-229'},,
P93024,1.0,{'1': '148-287'},1.0,{'1': '155-259'},1.0,{'1': '50-883'},3.0,"{'1': '158-260', '2': '307-389', '3': '785-879'}",,,2.0,"{'1': '158-260', '2': '793-877'}",1.0,{'1': '158-260'},,
P93025,3.0,"{'1': '551-890', '2': '141-233', '3': '395-491'}",,,,,3.0,"{'1': '141-237', '2': '399-491', '3': '579-864'}",,,7.0,"{'1': '120-193', '2': '376-449', '3': '194-248', '4': '450-504', '5': '577-864', '6': '698-710', '7': '583-606'}",5.0,"{'1': '122-191', '2': '378-447', '3': '577-864', '4': '197-239', '5': '453-495'}",2.0,"{'1': '146-237', '2': '402-494'}"
P93026,1.0,{'1': '90-169'},,,,,2.0,"{'1': '58-159', '2': '186-393'}",,,1.0,{'1': '512-538'},1.0,{'1': '512-554'},,
P93028,2.0,"{'1': '72-459', '2': '469-971'}",4.0,"{'1': '988-1078', '2': '647-922', '3': '240-321', '4': '68-186'}",1.0,{'1': '464-1048'},5.0,"{'1': '475-967', '2': '986-1075', '3': '662-915', '4': '252-322', '5': '323-393'}",5.0,"{'1': '99-123', '2': '214-241', '3': '522-545', '4': '569-594', '5': '723-750'}",2.0,"{'1': '437-445', '2': '654-662'}",1.0,{'1': '953-1075'},1.0,{'1': '72-1080'}
P93030,,,1.0,{'1': '3-88'},1.0,{'1': '15-188'},1.0,{'1': '21-55'},,,2.0,"{'1': '21-75', '2': '36-45'}",1.0,{'1': '21-74'},,
P93031,1.0,{'1': '29-353'},,,1.0,{'1': '11-372'},1.0,{'1': '32-347'},,,,,,,1.0,{'1': '29-354'}
P93046,1.0,{'1': '61-280'},,,1.0,{'1': '37-293'},2.0,"{'1': '40-222', '2': '253-293'}",,,1.0,{'1': '29-230'},,,,
P93654,1.0,{'1': '22-230'},,,1.0,{'1': '25-260'},2.0,"{'1': '211-263', '2': '25-156'}",,,2.0,"{'1': '175-237', '2': '181-220'}",2.0,"{'1': '170-237', '2': '13-126'}",,
P93755,1.0,{'1': '40-183'},1.0,{'1': '28-213'},1.0,{'1': '51-667'},3.0,"{'1': '305-326', '2': '57-158', '3': '261-294'}",2.0,"{'1': '91-106', '2': '144-158'}",2.0,"{'1': '306-328', '2': '125-160'}",4.0,"{'1': '301-327', '2': '336-359', '3': '90-120', '4': '125-157'}",,
P93819,2.0,"{'1': '157-331', '2': '4-154'}",1.0,{'1': '156-332'},1.0,{'1': '3-330'},2.0,"{'1': '6-153', '2': '157-326'}",,,1.0,{'1': '156-168'},,,2.0,"{'1': '3-326', '2': '7-329'}"
P93823,,,1.0,{'1': '92-182'},1.0,{'1': '18-377'},1.0,{'1': '132-176'},,,1.0,{'1': '134-176'},1.0,{'1': '134-175'},,
P93825,1.0,{'1': '367-439'},1.0,{'1': '169-360'},,,3.0,"{'1': '190-346', '2': '383-438', '3': '48-146'}",,,,,1.0,{'1': '190-356'},,
P93831,1.0,{'1': '626-872'},1.0,{'1': '652-869'},1.0,{'1': '27-873'},3.0,"{'1': '763-866', '2': '690-721', '3': '198-242'}",,,3.0,"{'1': '752-867', '2': '1-902', '3': '638-737'}",2.0,"{'1': '752-873', '2': '686-723'}",,
P93832,,,,,1.0,{'1': '39-403'},1.0,{'1': '44-393'},,,1.0,{'1': '284-303'},1.0,{'1': '44-393'},1.0,{'1': '45-393'}
P94072,1.0,{'1': '22-205'},1.0,{'1': '20-210'},,,1.0,{'1': '56-201'},3.0,"{'1': '103-123', '2': '133-153', '3': '166-181'}",1.0,{'1': '98-111'},1.0,{'1': '55-201'},,
Q00218,,,2.0,"{'1': '85-250', '2': '251-493'}",1.0,{'1': '28-498'},1.0,{'1': '52-488'},,,,,,,1.0,{'1': '52-495'}
Q00IB6,2.0,"{'1': '117-279', '2': '341-429'}",2.0,"{'1': '105-341', '2': '342-429'}",1.0,{'1': '43-434'},2.0,"{'1': '340-413', '2': '124-293'}",,,2.0,"{'1': '337-412', '2': '118-292'}",2.0,"{'1': '339-419', '2': '121-279'}",1.0,{'1': '117-275'}
Q01474,1.0,{'1': '17-192'},1.0,{'1': '1-193'},1.0,{'1': '1-193'},1.0,{'1': '8-192'},5.0,"{'1': '22-45', '2': '50-74', '3': '77-102', '4': '122-143', '5': '166-190'}",,,1.0,{'1': '4-192'},1.0,{'1': '19-135'}
Q01593,1.0,{'1': '571-666'},1.0,{'1': '568-682'},1.0,{'1': '241-695'},1.0,{'1': '573-669'},,,1.0,{'1': '572-674'},1.0,{'1': '572-674'},,
Q01667,,,,,1.0,{'1': '45-237'},1.0,{'1': '55-209'},,,,,,,,
Q01908,1.0,{'1': '51-371'},,,1.0,{'1': '5-371'},1.0,{'1': '52-371'},4.0,"{'1': '124-143', '2': '217-234', '3': '319-338', '4': '350-371'}",1.0,{'1': '358-371'},,,1.0,{'1': '51-371'}
Q02166,2.0,"{'1': '179-438', '2': '108-173'}",1.0,{'1': '175-443'},1.0,{'1': '103-438'},2.0,"{'1': '178-426', '2': '110-170'}",,,,,,,1.0,{'1': '112-435'}
Q02283,1.0,{'1': '54-125'},,,1.0,{'1': '57-211'},2.0,"{'1': '68-121', '2': '123-165'}",2.0,"{'1': '94-103', '2': '103-119'}",2.0,"{'1': '63-123', '2': '98-121'}",1.0,{'1': '66-127'},,
Q03251,1.0,{'1': '6-127'},1.0,{'1': '2-102'},1.0,{'1': '7-164'},1.0,{'1': '9-78'},,,1.0,{'1': '6-84'},1.0,{'1': '7-80'},,
Q03509,1.0,{'1': '2-147'},,,1.0,{'1': '2-148'},2.0,"{'1': '12-73', '2': '83-147'}",,,8.0,"{'1': '8-43', '2': '44-79', '3': '81-116', '4': '117-149', '5': '21-33', '6': '57-69', '7': '94-106', '8': '130-142'}",4.0,"{'1': '12-40', '2': '48-76', '3': '85-113', '4': '121-149'}",,
Q04836,2.0,"{'1': '146-237', '2': '238-327'}",2.0,"{'1': '80-234', '2': '235-328'}",1.0,{'1': '41-326'},2.0,"{'1': '152-221', '2': '246-316'}",,,2.0,"{'1': '150-228', '2': '244-322'}",2.0,"{'1': '151-224', '2': '245-318'}",,
Q04996,2.0,"{'1': '617-668', '2': '257-322'}",1.0,{'1': '261-324'},,,2.0,"{'1': '623-666', '2': '268-319'}",,,3.0,"{'1': '622-672', '2': '268-319', '3': '265-322'}",2.0,"{'1': '614-676', '2': '267-320'}",,
Q05085,1.0,{'1': '22-568'},1.0,{'1': '1-576'},,,1.0,{'1': '99-532'},,,2.0,"{'1': '88-112', '2': '190-202'}",,,,
Q05153,1.0,{'1': '548-631'},4.0,"{'1': '1-93', '2': '339-446', '3': '546-640', '4': '97-179'}",1.0,{'1': '1-625'},5.0,"{'1': '562-630', '2': '350-440', '3': '106-174', '4': '5-97', '5': '207-336'}",8.0,"{'1': '219-235', '2': '241-257', '3': '264-280', '4': '329-342', '5': '356-374', '6': '374-391', '7': '400-416', '8': '416-434'}",1.0,{'1': '562-630'},2.0,"{'1': '561-631', '2': '348-441'}",,
Q05196,3.0,"{'1': '57-225', '2': '238-423', '3': '501-665'}",4.0,"{'1': '45-146', '2': '147-220', '3': '221-329', '4': '330-429'}",,,5.0,"{'1': '61-130', '2': '148-215', '3': '241-308', '4': '344-412', '5': '596-660'}",,,5.0,"{'1': '59-136', '2': '146-223', '3': '239-316', '4': '342-419', '5': '588-665'}",9.0,"{'1': '60-132', '2': '147-219', '3': '240-312', '4': '343-415', '5': '600-663', '6': '60-132', '7': '147-219', '8': '240-312', '9': '343-415'}",1.0,{'1': '59-661'}
Q05431,1.0,{'1': '3-247'},,,1.0,{'1': '8-246'},1.0,{'1': '24-227'},15.0,"{'1': '33-47', '2': '91-108', '3': '109-121', '4': '155-170', '5': '179-194', '6': '12-32', '7': '33-48', '8': '51-61', '9': '65-89', '10': '90-108', '11': '109-121', '12': '130-147', '13': '149-170', '14': '171-195', '15': '223-247'}",3.0,"{'1': '33-250', '2': '155-165', '3': '33-44'}",,,,
Q05609,1.0,{'1': '541-805'},,,1.0,{'1': '298-808'},2.0,"{'1': '551-804', '2': '207-412'}",5.0,"{'1': '625-638', '2': '666-684', '3': '713-723', '4': '732-754', '5': '776-798'}",3.0,"{'1': '551-809', '2': '672-684', '3': '557-578'}",1.0,{'1': '551-809'},,
Q05762,2.0,"{'1': '14-198', '2': '225-519'}",2.0,"{'1': '5-198', '2': '228-519'}",1.0,{'1': '45-519'},2.0,"{'1': '23-198', '2': '239-519'}",5.0,"{'1': '277-298', '2': '370-389', '3': '396-411', '4': '414-440', '5': '452-469'}",3.0,"{'1': '21-198', '2': '33-55', '3': '381-409'}",,,1.0,{'1': '239-519'}
Q06738,,,,,1.0,{'1': '10-667'},3.0,"{'1': '21-83', '2': '200-255', '3': '570-600'}",,,,,,,,
Q06850,2.0,"{'1': '149-409', '2': '448-588'}",,,1.0,{'1': '139-579'},3.0,"{'1': '150-408', '2': '456-515', '3': '525-587'}",,,11.0,"{'1': '150-408', '2': '451-486', '3': '487-522', '4': '523-558', '5': '561-592', '6': '270-282', '7': '156-183', '8': '464-476', '9': '500-512', '10': '536-548', '11': '570-582'}",5.0,"{'1': '150-408', '2': '455-483', '3': '491-519', '4': '527-555', '5': '561-589'}",,
Q07098,1.0,{'1': '6-293'},1.0,{'1': '2-306'},1.0,{'1': '5-306'},1.0,{'1': '48-241'},7.0,"{'1': '48-75', '2': '77-104', '3': '110-134', '4': '145-171', '5': '174-201', '6': '230-250', '7': '252-268'}",1.0,{'1': '111-116'},1.0,{'1': '20-290'},,
Q07099,1.0,{'1': '6-293'},1.0,{'1': '3-306'},1.0,{'1': '5-306'},1.0,{'1': '48-241'},7.0,"{'1': '48-75', '2': '77-104', '3': '110-134', '4': '145-171', '5': '174-201', '6': '230-250', '7': '252-268'}",1.0,{'1': '111-116'},1.0,{'1': '20-290'},,
Q07100,1.0,{'1': '11-298'},1.0,{'1': '8-313'},1.0,{'1': '13-313'},1.0,{'1': '55-248'},7.0,"{'1': '55-82', '2': '84-111', '3': '117-141', '4': '152-178', '5': '181-208', '6': '237-257', '7': '259-275'}",1.0,{'1': '118-123'},1.0,{'1': '27-297'},,
Q07473,,,,,1.0,{'1': '6-287'},1.0,{'1': '65-260'},,,,,,,,
Q08112,1.0,{'1': '55-136'},1.0,{'1': '9-152'},1.0,{'1': '11-152'},1.0,{'1': '50-135'},3.0,"{'1': '85-104', '2': '105-117', '3': '117-132'}",1.0,{'1': '105-129'},,,1.0,{'1': '19-152'}
Q08298,,,,,1.0,{'1': '22-391'},1.0,{'1': '175-390'},,,1.0,{'1': '176-392'},1.0,{'1': '174-392'},,
Q08466,1.0,{'1': '74-393'},,,1.0,{'1': '67-399'},1.0,{'1': '104-389'},,,3.0,"{'1': '104-389', '2': '217-229', '3': '110-133'}",1.0,{'1': '104-389'},,
Q08467,1.0,{'1': '81-399'},,,1.0,{'1': '71-404'},1.0,{'1': '110-395'},,,3.0,"{'1': '110-395', '2': '223-235', '3': '116-139'}",1.0,{'1': '110-395'},,
Q08682,1.0,{'1': '14-204'},,,1.0,{'1': '8-297'},2.0,"{'1': '23-117', '2': '120-186'}",6.0,"{'1': '19-37', '2': '49-58', '3': '98-115', '4': '123-140', '5': '140-151', '6': '161-175'}",2.0,"{'1': '19-30', '2': '123-147'}",,,1.0,{'1': '14-210'}
Q08733,1.0,{'1': '45-278'},1.0,{'1': '37-284'},1.0,{'1': '12-281'},1.0,{'1': '44-273'},6.0,"{'1': '52-71', '2': '94-118', '3': '131-150', '4': '180-198', '5': '216-238', '6': '256-276'}",1.0,{'1': '112-120'},,,1.0,{'1': '56-273'}
Q0IGM7,,,,,1.0,{'1': '1-202'},1.0,{'1': '55-92'},,,2.0,"{'1': '1-47', '2': '53-100'}",2.0,"{'1': '4-47', '2': '53-100'}",,
Q0PCS3,2.0,"{'1': '142-421', '2': '425-731'}",2.0,"{'1': '421-731', '2': '152-420'}",1.0,{'1': '34-835'},2.0,"{'1': '183-488', '2': '535-649'}",,,2.0,"{'1': '538-696', '2': '198-371'}",2.0,"{'1': '565-649', '2': '176-383'}",,
Q0WLB5,6.0,"{'1': '345-500', '2': '457-793', '3': '901-1066', '4': '1052-1195', '5': '1196-1531', '6': '5-343'}",3.0,"{'1': '1052-1196', '2': '1197-1536', '3': '1-377'}",,,10.0,"{'1': '344-367', '2': '20-56', '3': '155-197', '4': '553-692', '5': '701-841', '6': '850-984', '7': '993-1131', '8': '1144-1281', '9': '1290-1431', '10': '1438-1579'}",,,7.0,"{'1': '551-697', '2': '700-842', '3': '847-986', '4': '993-1138', '5': '1142-1283', '6': '1288-1434', '7': '1437-1580'}",7.0,"{'1': '551-693', '2': '700-842', '3': '847-986', '4': '993-1138', '5': '1142-1283', '6': '1288-1434', '7': '1437-1596'}",,
Q0WNJ6,6.0,"{'1': '345-500', '2': '457-793', '3': '901-1067', '4': '1052-1194', '5': '1196-1531', '6': '5-343'}",4.0,"{'1': '902-1055', '2': '1056-1196', '3': '1197-1536', '4': '1-377'}",,,10.0,"{'1': '344-367', '2': '20-56', '3': '155-197', '4': '557-692', '5': '701-841', '6': '850-984', '7': '993-1131', '8': '1144-1281', '9': '1290-1431', '10': '1438-1579'}",,,7.0,"{'1': '551-697', '2': '700-842', '3': '847-986', '4': '993-1138', '5': '1142-1283', '6': '1288-1434', '7': '1437-1580'}",7.0,"{'1': '551-693', '2': '700-842', '3': '847-986', '4': '993-1138', '5': '1142-1283', '6': '1288-1434', '7': '1437-1596'}",,
Q0WNP7,,,,,1.0,{'1': '47-461'},1.0,{'1': '93-459'},,,1.0,{'1': '84-463'},,,,
Q0WNW4,,,,,1.0,{'1': '1-666'},1.0,{'1': '359-449'},,,1.0,{'1': '355-453'},,,,
Q0WNX9,,,1.0,{'1': '134-196'},1.0,{'1': '4-196'},1.0,{'1': '150-196'},,,,,,,,
Q0WPF2,1.0,{'1': '61-186'},1.0,{'1': '58-187'},1.0,{'1': '62-802'},2.0,"{'1': '79-180', '2': '725-791'}",,,2.0,"{'1': '61-189', '2': '653-673'}",1.0,{'1': '64-186'},,
Q0WPH8,1.0,{'1': '4-263'},,,1.0,{'1': '5-896'},1.0,{'1': '8-262'},,,3.0,"{'1': '8-262', '2': '129-141', '3': '14-37'}",1.0,{'1': '8-262'},,
Q0WPQ2,2.0,"{'1': '644-766', '2': '352-425'}",2.0,"{'1': '174-333', '2': '428-615'}",,,4.0,"{'1': '648-759', '2': '187-331', '3': '367-425', '4': '47-144'}",,,1.0,{'1': '647-766'},3.0,"{'1': '646-762', '2': '187-341', '3': '367-432'}",,
Q0WPU1,2.0,"{'1': '37-790', '2': '791-886'}",1.0,{'1': '70-667'},,,7.0,"{'1': '764-783', '2': '790-808', '3': '837-857', '4': '861-880', '5': '69-725', '6': '1332-1435', '7': '16-54'}",5.0,"{'1': '97-116', '2': '154-179', '3': '201-228', '4': '433-461', '5': '486-514'}",3.0,"{'1': '67-737', '2': '1164-1456', '3': '12-61'}",7.0,"{'1': '762-784', '2': '787-809', '3': '810-832', '4': '835-857', '5': '858-880', '6': '61-738', '7': '1331-1438'}",,
Q0WPZ7,,,1.0,{'1': '322-568'},1.0,{'1': '18-586'},1.0,{'1': '339-537'},,,,,,,,
Q0WQ63,1.0,{'1': '39-466'},1.0,{'1': '27-470'},1.0,{'1': '28-466'},1.0,{'1': '55-468'},4.0,"{'1': '129-148', '2': '281-291', '3': '371-392', '4': '394-406'}",2.0,"{'1': '92-109', '2': '38-458'}",,,1.0,{'1': '29-465'}
Q0WQ75,,,,,1.0,{'1': '6-775'},1.0,{'1': '380-615'},,,,,,,,
Q0WQD2,1.0,{'1': '369-677'},1.0,{'1': '371-671'},1.0,{'1': '197-678'},1.0,{'1': '334-651'},,,,,,,,
Q0WQF7,3.0,"{'1': '86-176', '2': '212-303', '3': '326-368'}",2.0,"{'1': '390-635', '2': '330-372'}",1.0,{'1': '215-637'},4.0,"{'1': '88-160', '2': '215-287', '3': '406-637', '4': '330-363'}",,,5.0,"{'1': '85-161', '2': '212-288', '3': '110-139', '4': '237-266', '5': '330-367'}",,,,
Q0WQG8,,,,,1.0,{'1': '13-463'},2.0,"{'1': '142-209', '2': '285-455'}",,,,,,,,
Q0WQN9,1.0,{'1': '33-168'},,,1.0,{'1': '34-239'},2.0,"{'1': '171-283', '2': '37-169'}",,,1.0,{'1': '69-100'},2.0,"{'1': '171-294', '2': '74-162'}",,
Q0WSY2,,,,,,,1.0,{'1': '82-898'},,,,,,,,
Q0WT48,2.0,"{'1': '454-608', '2': '96-193'}",2.0,"{'1': '452-613', '2': '86-174'}",,,2.0,"{'1': '99-160', '2': '222-602'}",4.0,"{'1': '101-119', '2': '119-134', '3': '136-156', '4': '156-175'}",1.0,{'1': '99-164'},2.0,"{'1': '98-156', '2': '209-604'}",,
Q0WTY4,,,,,1.0,{'1': '3-221'},1.0,{'1': '18-185'},,,,,,,,
Q0WUG6,1.0,{'1': '92-559'},1.0,{'1': '172-469'},1.0,{'1': '36-457'},4.0,"{'1': '203-455', '2': '55-127', '3': '612-881', '4': '483-611'}",3.0,"{'1': '203-222', '2': '239-252', '3': '406-422'}",2.0,"{'1': '243-253', '2': '407-417'}",,,,
Q0WUU6,1.0,{'1': '39-497'},1.0,{'1': '47-503'},1.0,{'1': '26-507'},1.0,{'1': '58-500'},5.0,"{'1': '66-76', '2': '149-168', '3': '311-321', '4': '401-422', '5': '424-436'}",3.0,"{'1': '112-129', '2': '154-179', '3': '58-489'}",,,1.0,{'1': '23-496'}
Q0WVF5,2.0,"{'1': '143-386', '2': '446-762'}",3.0,"{'1': '236-373', '2': '413-753', '3': '754-846'}",1.0,{'1': '142-789'},4.0,"{'1': '423-645', '2': '136-229', '3': '236-365', '4': '661-747'}",10.0,"{'1': '476-491', '2': '536-550', '3': '564-577', '4': '588-600', '5': '615-623', '6': '258-271', '7': '309-321', '8': '451-462', '9': '597-614', '10': '749-758'}",2.0,"{'1': '435-641', '2': '544-552'}",2.0,"{'1': '477-630', '2': '232-749'}",,
Q0WW26,3.0,"{'1': '771-883', '2': '615-770', '3': '30-540'}",4.0,"{'1': '23-316', '2': '333-554', '3': '768-884', '4': '616-767'}",1.0,{'1': '1-884'},3.0,"{'1': '27-540', '2': '622-766', '3': '769-883'}",,,,,,,,
Q0WWQ1,,,,,,,1.0,{'1': '37-302'},,,,,,,,
Q0WWT7,1.0,{'1': '87-216'},1.0,{'1': '88-259'},1.0,{'1': '1-290'},1.0,{'1': '106-215'},,,1.0,{'1': '101-224'},1.0,{'1': '91-221'},,
Q11207,4.0,"{'1': '3-38', '2': '68-102', '3': '287-420', '4': '134-260'}",3.0,"{'1': '2-45', '2': '46-115', '3': '277-421'}",1.0,{'1': '128-635'},5.0,"{'1': '2-36', '2': '69-101', '3': '287-418', '4': '169-248', '5': '432-633'}",,,5.0,"{'1': '2-36', '2': '69-103', '3': '286-404', '4': '158-255', '5': '412-637'}",3.0,"{'1': '2-36', '2': '69-103', '3': '169-249'}",,
Q147G5,2.0,"{'1': '164-301', '2': '303-428'}",,,1.0,{'1': '144-414'},2.0,"{'1': '304-426', '2': '175-302'}",,,1.0,{'1': '206-237'},3.0,"{'1': '304-427', '2': '211-295', '3': '308-396'}",,
Q1EC66,4.0,"{'1': '1-76', '2': '76-152', '3': '152-228', '4': '228-304'}",,,1.0,{'1': '153-230'},4.0,"{'1': '3-74', '2': '79-150', '3': '155-226', '4': '231-302'}",3.0,"{'1': '11-31', '2': '32-52', '3': '53-74'}",8.0,"{'1': '1-76', '2': '77-152', '3': '153-228', '4': '229-304', '5': '27-52', '6': '103-128', '7': '179-204', '8': '255-280'}",4.0,"{'1': '1-72', '2': '77-148', '3': '153-224', '4': '229-300'}",,
Q1ECF1,,,1.0,{'1': '1-189'},1.0,{'1': '33-176'},1.0,{'1': '42-180'},,,,,,,,
Q1H583,,,1.0,{'1': '24-343'},1.0,{'1': '9-354'},1.0,{'1': '37-337'},,,,,,,,
Q1H595,1.0,{'1': '3-92'},,,1.0,{'1': '1-91'},1.0,{'1': '6-71'},,,1.0,{'1': '2-76'},1.0,{'1': '5-72'},,
Q1H5C9,,,,,1.0,{'1': '2-213'},1.0,{'1': '2-212'},,,,,,,,
Q1PDT6,2.0,"{'1': '14-114', '2': '177-268'}",2.0,"{'1': '11-115', '2': '173-279'}",1.0,{'1': '14-263'},1.0,{'1': '31-113'},,,1.0,{'1': '20-114'},2.0,"{'1': '19-114', '2': '184-280'}",,
Q1PDV6,1.0,{'1': '69-368'},,,,,1.0,{'1': '88-288'},,,3.0,"{'1': '83-360', '2': '206-218', '3': '89-112'}",1.0,{'1': '83-360'},,
Q1PEF6,2.0,"{'1': '2-37', '2': '42-81'}",1.0,{'1': '1-85'},1.0,{'1': '2-81'},1.0,{'1': '2-37'},,,,,1.0,{'1': '1-73'},,
Q27GK7,2.0,"{'1': '350-669', '2': '845-1105'}",4.0,"{'1': '321-546', '2': '547-690', '3': '754-972', '4': '973-1127'}",1.0,{'1': '1-1122'},6.0,"{'1': '460-494', '2': '499-537', '3': '922-957', '4': '164-204', '5': '37-161', '6': '5-34'}",,,4.0,"{'1': '460-503', '2': '925-966', '3': '4-36', '4': '34-92'}",13.0,"{'1': '347-386', '2': '407-447', '3': '453-494', '4': '497-538', '5': '541-584', '6': '587-627', '7': '830-872', '8': '875-915', '9': '918-957', '10': '1011-1050', '11': '1068-1102', '12': '4-36', '13': '34-92'}",,
Q29PU2,,,,,1.0,{'1': '21-126'},1.0,{'1': '11-105'},,,,,,,,
Q29Q26,1.0,{'1': '219-338'},2.0,"{'1': '212-290', '2': '291-341'}",,,2.0,"{'1': '225-316', '2': '155-198'}",,,2.0,"{'1': '252-284', '2': '285-317'}",3.0,"{'1': '219-248', '2': '252-281', '3': '285-314'}",,
Q29Q81,,,,,1.0,{'1': '37-110'},,,,,,,,,,
Q2HIK4,,,1.0,{'1': '6-123'},,,1.0,{'1': '15-117'},,,,,,,,
Q2PS26,1.0,{'1': '324-576'},,,,,1.0,{'1': '357-560'},,,1.0,{'1': '343-536'},,,,
Q2V359,,,,,1.0,{'1': '65-139'},1.0,{'1': '18-141'},,,,,,,,
Q2V3B2,1.0,{'1': '39-173'},,,1.0,{'1': '43-249'},1.0,{'1': '66-173'},,,,,1.0,{'1': '77-166'},,
Q2V3L3,3.0,"{'1': '82-132', '2': '119-175', '3': '225-253'}",,,,,2.0,"{'1': '108-132', '2': '138-162'}",,,9.0,"{'1': '81-103', '2': '110-132', '3': '140-162', '4': '170-193', '5': '232-255', '6': '79-108', '7': '108-137', '8': '138-167', '9': '230-260'}",5.0,"{'1': '79-103', '2': '108-132', '3': '138-162', '4': '168-193', '5': '230-255'}",,
Q2V419,1.0,{'1': '1-306'},,,1.0,{'1': '2-303'},1.0,{'1': '4-303'},,,3.0,"{'1': '4-303', '2': '140-152', '3': '10-33'}",1.0,{'1': '4-303'},,
Q37001,1.0,{'1': '13-428'},2.0,"{'1': '63-318', '2': '29-423'}",1.0,{'1': '4-427'},1.0,{'1': '41-424'},,,1.0,{'1': '269-282'},,,,
Q38796,2.0,"{'1': '66-129', '2': '231-324'}",,,,,,,,,1.0,{'1': '63-123'},1.0,{'1': '65-127'},,
Q38798,2.0,"{'1': '218-358', '2': '24-254'}",1.0,{'1': '218-362'},1.0,{'1': '9-512'},1.0,{'1': '32-388'},6.0,"{'1': '105-123', '2': '134-150', '3': '232-245', '4': '280-302', '5': '337-356', '6': '369-389'}",3.0,"{'1': '103-118', '2': '138-146', '3': '280-292'}",,,,
Q38799,2.0,"{'1': '224-357', '2': '34-239'}",1.0,{'1': '228-359'},1.0,{'1': '25-361'},2.0,"{'1': '35-209', '2': '229-351'}",,,,,1.0,{'1': '36-211'},,
Q38806,1.0,{'1': '50-174'},1.0,{'1': '35-178'},1.0,{'1': '64-176'},1.0,{'1': '74-177'},,,2.0,"{'1': '62-180', '2': '68-175'}",,,,
Q38814,1.0,{'1': '46-314'},1.0,{'1': '83-318'},,,,,,,,,,,1.0,{'1': '63-318'}
Q38819,2.0,"{'1': '180-317', '2': '320-445'}",,,1.0,{'1': '142-429'},2.0,"{'1': '320-442', '2': '192-317'}",,,,,3.0,"{'1': '320-443', '2': '227-311', '3': '324-412'}",,
Q38820,,,,,1.0,{'1': '31-175'},,,,,,,,,1.0,{'1': '34-174'}
Q38825,,,,,1.0,{'1': '7-227'},1.0,{'1': '10-233'},,,1.0,{'1': '124-224'},,,,
Q38830,,,,,1.0,{'1': '19-220'},1.0,{'1': '53-226'},,,1.0,{'1': '124-217'},,,,
Q38832,,,,,1.0,{'1': '3-214'},1.0,{'1': '5-219'},,,1.0,{'1': '110-210'},,,,
Q38833,,,1.0,{'1': '104-263'},1.0,{'1': '52-386'},1.0,{'1': '110-358'},,,,,,,2.0,"{'1': '98-384', '2': '83-387'}"
Q38834,1.0,{'1': '149-421'},4.0,"{'1': '150-313', '2': '498-667', '3': '669-838', '4': '318-412'}",1.0,{'1': '31-830'},4.0,"{'1': '164-336', '2': '5-90', '3': '551-772', '4': '424-495'}",,,,,,,,
Q38845,1.0,{'1': '8-580'},1.0,{'1': '2-582'},1.0,{'1': '4-581'},3.0,"{'1': '242-271', '2': '440-465', '3': '274-351'}",,,12.0,"{'1': '10-48', '2': '87-125', '3': '164-202', '4': '203-241', '5': '242-280', '6': '281-319', '7': '320-358', '8': '359-397', '9': '398-436', '10': '437-475', '11': '476-514', '12': '515-553'}",,,,
